query_name,query_scop_id,query_scop_lineage,query_scop_lineage_fixed,query_family,query_superfamily,query_fold,query_class
d2d8da1 a.130.1.1 (A:3-82) Chorismate mutase domain of P-protein {Thermus thermophilus [TaxId: 274]},d2d8da1,a.130.1.1,a.130.1.1,a.130.1.1,a.130.1,a.130,a
d3bs5b_ a.60.1.0 (B:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3bs5b_,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
d1ybza1 a.130.1.1 (A:2-75) mono-domain chorismate mutase {Pyrococcus furiosus [TaxId: 2261]},d1ybza1,a.130.1.1,a.130.1.1,a.130.1.1,a.130.1,a.130,a
d1p2fa1 a.4.6.1 (A:121-217) Response regulator DrrB {Thermotoga maritima [TaxId: 2336]},d1p2fa1,a.4.6.1,a.4.6.1,a.4.6.1,a.4.6,a.4,a
d3seia1 a.60.1.0 (A:3-71) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3seia1,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
d3reta_ a.130.1.1 (A:) automated matches {Pseudomonas aeruginosa [TaxId: 287]},d3reta_,a.130.1.1,a.130.1.1,a.130.1.1,a.130.1,a.130,a
d1ys6a1 a.4.6.1 (A:128-233) Transcriptional regulatory protein PrrA {Mycobacterium tuberculosis [TaxId: 1773]},d1ys6a1,a.4.6.1,a.4.6.1,a.4.6.1,a.4.6,a.4,a
d3seia2 a.60.1.0 (A:72-138) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3seia2,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
d1fsea_ a.4.6.2 (A:) Germination protein GerE {Bacillus subtilis [TaxId: 1423]},d1fsea_,a.4.6.2,a.4.6.2,a.4.6.2,a.4.6,a.4,a
d4mhva_ a.60.1.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d4mhva_,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
d1a04a1 a.4.6.2 (A:150-216) Nitrate/nitrite response regulator (NarL) {Escherichia coli [TaxId: 562]},d1a04a1,a.4.6.2,a.4.6.2,a.4.6.2,a.4.6,a.4,a
d5csma_ a.130.1.2 (A:) Allosteric chorismate mutase {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d5csma_,a.130.1.2,a.130.1.2,a.130.1.2,a.130.1,a.130,a
d4ppua_ a.130.1.0 (A:) automated matches {Thale cress (Arabidopsis thaliana) [TaxId: 3702]},d4ppua_,a.130.1.0,a.130.1.0,a.130.1.0,a.130.1,a.130,a
d3bq7a1 a.60.1.0 (A:1-67) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3bq7a1,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
"d1l3la1 a.4.6.2 (A:170-234) Quorum-sensing transcription factor TraR, C-terminal domain {Agrobacterium tumefaciens [TaxId: 358]}",d1l3la1,a.4.6.2,a.4.6.2,a.4.6.2,a.4.6,a.4,a
d2gtvx1 a.130.1.3 (X:1-101) Chorismate mutase-like protein MJ0246 {Methanococcus jannaschii [TaxId: 2190]},d2gtvx1,a.130.1.3,a.130.1.3,a.130.1.3,a.130.1,a.130,a
d2kiva1 a.60.1.0 (A:1-69) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2kiva1,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
"d1yioa1 a.4.6.2 (A:131-200) Response regulatory protein StyR, C-terminal domain {Pseudomonas fluorescens [TaxId: 294]}",d1yioa1,a.4.6.2,a.4.6.2,a.4.6.2,a.4.6,a.4,a
d2kiva2 a.60.1.0 (A:70-135) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2kiva2,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
d2fp1a_ a.130.1.4 (A:) Secreted chorismate mutase {Mycobacterium tuberculosis [TaxId: 1773]},d2fp1a_,a.130.1.4,a.130.1.4,a.130.1.4,a.130.1,a.130,a
d1p4wa_ a.4.6.2 (A:) Transcriptional regulator RcsB {Erwinia amylovora [TaxId: 552]},d1p4wa_,a.4.6.2,a.4.6.2,a.4.6.2,a.4.6,a.4,a
d2dkxa1 a.60.1.0 (A:8-90) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2dkxa1,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
d5zrxa1 a.60.1.0 (A:1200-1256) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d5zrxa1,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
d1fc3a_ a.4.6.3 (A:) Spo0A {Bacillus stearothermophilus [TaxId: 1422]},d1fc3a_,a.4.6.3,a.4.6.3,a.4.6.3,a.4.6,a.4,a
d6cnza_ a.130.1.0 (A:) automated matches {Burkholderia thailandensis [TaxId: 271848]},d6cnza_,a.130.1.0,a.130.1.0,a.130.1.0,a.130.1,a.130,a
d5zrxa2 a.60.1.0 (A:906-970) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d5zrxa2,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
d3ulqb_ a.4.6.0 (B:) automated matches {Bacillus subtilis [TaxId: 1423]},d3ulqb_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d5zrzb1 a.60.1.0 (B:2-64) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d5zrzb1,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
d5ts9a_ a.130.1.0 (A:) automated matches {Paraburkholderia phymatum [TaxId: 391038]},d5ts9a_,a.130.1.0,a.130.1.0,a.130.1.0,a.130.1,a.130,a
d3q9va_ a.4.6.0 (A:) automated matches {Deinococcus radiodurans [TaxId: 1299]},d3q9va_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
"d1cuka2 a.60.2.1 (A:65-142) DNA helicase RuvA subunit, middle domain {Escherichia coli [TaxId: 562]}",d1cuka2,a.60.2.1,a.60.2.1,a.60.2.1,a.60.2,a.60,a
d2hwva1 a.4.6.0 (A:134-232) automated matches {Enterococcus faecalis [TaxId: 226185]},d2hwva1,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
"d1bvsa2 a.60.2.1 (A:64-134) DNA helicase RuvA subunit, middle domain {Mycobacterium leprae [TaxId: 1769]}",d1bvsa2,a.60.2.1,a.60.2.1,a.60.2.1,a.60.2,a.60,a
d3zq7a_ a.4.6.0 (A:) automated matches {Escherichia coli K-12 [TaxId: 83333]},d3zq7a_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d1pprm1 a.131.1.1 (M:1-156) Peridinin-chlorophyll protein {Dinoflagellate (Amphidinium carterae) [TaxId: 2961]},d1pprm1,a.131.1.1,a.131.1.1,a.131.1.1,a.131.1,a.131,a
"d1dgsa1 a.60.2.2 (A:401-581) NAD+-dependent DNA ligase, domain 3 {Thermus filiformis [TaxId: 276]}",d1dgsa1,a.60.2.2,a.60.2.2,a.60.2.2,a.60.2,a.60,a
d4uhta_ a.4.6.0 (A:) automated matches {Escherichia coli [TaxId: 83333]},d4uhta_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d1kfta_ a.60.2.3 (A:) Excinuclease UvrC C-terminal domain {Escherichia coli [TaxId: 562]},d1kfta_,a.60.2.3,a.60.2.3,a.60.2.3,a.60.2,a.60,a
d5ju7a1 a.4.6.0 (A:2-107) automated matches {Escherichia coli [TaxId: 83333]},d5ju7a1,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d2csba1 a.60.2.4 (A:351-409) Topoisomerase V {Methanopyrus kandleri [TaxId: 2320]},d2csba1,a.60.2.4,a.60.2.4,a.60.2.4,a.60.2,a.60,a
d1wzda_ a.132.1.1 (A:) Heme oxygenase HmuO {Corynebacterium diphtheriae [TaxId: 1717]},d1wzda_,a.132.1.1,a.132.1.1,a.132.1.1,a.132.1,a.132,a
d3czya_ a.132.1.1 (A:) Heme oxygenase-1 (HO-1) {Human (Homo sapiens) [TaxId: 9606]},d3czya_,a.132.1.1,a.132.1.1,a.132.1.1,a.132.1,a.132,a
d2csba2 a.60.2.4 (A:294-350) Topoisomerase V {Methanopyrus kandleri [TaxId: 2320]},d2csba2,a.60.2.4,a.60.2.4,a.60.2.4,a.60.2,a.60,a
d2k4ja1 a.4.6.0 (A:13-115) automated matches {Helicobacter pylori [TaxId: 85963]},d2k4ja1,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d2csba3 a.60.2.4 (A:410-464) Topoisomerase V {Methanopyrus kandleri [TaxId: 2320]},d2csba3,a.60.2.4,a.60.2.4,a.60.2.4,a.60.2,a.60,a
d2hqra2 a.4.6.0 (A:118-223) automated matches {Helicobacter pylori [TaxId: 85963]},d2hqra2,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d2csba4 a.60.2.4 (A:465-519) Topoisomerase V {Methanopyrus kandleri [TaxId: 2320]},d2csba4,a.60.2.4,a.60.2.4,a.60.2.4,a.60.2,a.60,a
d1x2ia1 a.60.2.5 (A:2-69) ATP-dependent RNA helicase PF2015 {Pyrococcus furiosus [TaxId: 2261]},d1x2ia1,a.60.2.5,a.60.2.5,a.60.2.5,a.60.2,a.60,a
d2m87a_ a.4.6.0 (A:) automated matches {Klebsiella pneumoniae [TaxId: 1185418]},d2m87a_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d1j77a_ a.132.1.2 (A:) Heme oxygenase HemO (PigA) {Neisseria meningitidis [TaxId: 487]},d1j77a_,a.132.1.2,a.132.1.2,a.132.1.2,a.132.1,a.132,a
d2a1jb1 a.60.2.5 (B:220-296) DNA excision repair protein ERCC-1 {Human (Homo sapiens) [TaxId: 9606]},d2a1jb1,a.60.2.5,a.60.2.5,a.60.2.5,a.60.2,a.60,a
d4nhja_ a.4.6.0 (A:) automated matches {Klebsiella pneumoniae [TaxId: 573]},d4nhja_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d2a1ja1 a.60.2.5 (A:837-898) DNA repair endonuclease XPF {Human (Homo sapiens) [TaxId: 9606]},d2a1ja1,a.60.2.5,a.60.2.5,a.60.2.5,a.60.2,a.60,a
d1sk7a_ a.132.1.2 (A:) Heme oxygenase HemO (PigA) {Pseudomonas aeruginosa [TaxId: 287]},d1sk7a_,a.132.1.2,a.132.1.2,a.132.1.2,a.132.1,a.132,a
d2jzya_ a.4.6.0 (A:) automated matches {Klebsiella pneumoniae [TaxId: 573]},d2jzya_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d3bzca1 a.60.2.6 (A:474-563) Transcriptional accessory factor Tex {Pseudomonas aeruginosa [TaxId: 287]},d3bzca1,a.60.2.6,a.60.2.6,a.60.2.6,a.60.2,a.60,a
d3c57a_ a.4.6.0 (A:) automated matches {Mycobacterium tuberculosis [TaxId: 1773]},d3c57a_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d2a2ma1 a.132.1.3 (A:10-240) Hypothetical protein BT3146 {Bacteroides thetaiotaomicron [TaxId: 818]},d2a2ma1,a.132.1.3,a.132.1.3,a.132.1.3,a.132.1,a.132,a
d3bzca2 a.60.2.6 (A:564-636) Transcriptional accessory factor Tex {Pseudomonas aeruginosa [TaxId: 287]},d3bzca2,a.60.2.6,a.60.2.6,a.60.2.6,a.60.2,a.60,a
d2pmub_ a.4.6.0 (B:) automated matches {Mycobacterium tuberculosis [TaxId: 83332]},d2pmub_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
"d2edua1 a.60.2.7 (A:8-98) KIF22, C-terminal domain {Human (Homo sapiens) [TaxId: 9606]}",d2edua1,a.60.2.7,a.60.2.7,a.60.2.7,a.60.2,a.60,a
d2jpca_ a.4.6.0 (A:) automated matches {Salmonella typhimurium [TaxId: 602]},d2jpca_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d1wwma1 a.132.1.3 (A:11-190) Hypothetical protein TTHA0169 (TT2028) {Thermus thermophilus [TaxId: 274]},d1wwma1,a.132.1.3,a.132.1.3,a.132.1.3,a.132.1,a.132,a
d2duya1 a.60.2.7 (A:11-75) Uncharacterized protein TTHA1967 {Thermus thermophilus [TaxId: 274]},d2duya1,a.60.2.7,a.60.2.7,a.60.2.7,a.60.2,a.60,a
d2rnja_ a.4.6.0 (A:) automated matches {Staphylococcus aureus [TaxId: 1280]},d2rnja_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d1z3eb1 a.60.3.1 (B:245-311) C-terminal domain of RNA polymerase alpha subunit {Bacillus subtilis [TaxId: 1423]},d1z3eb1,a.60.3.1,a.60.3.1,a.60.3.1,a.60.3,a.60,a
d1udda_ a.132.1.3 (A:) Hypothetical transcriptional regulator PH1161 {Pyrococcus horikoshii [TaxId: 53953]},d1udda_,a.132.1.3,a.132.1.3,a.132.1.3,a.132.1,a.132,a
d4ixaa_ a.4.6.0 (A:) automated matches {Staphylococcus epidermidis [TaxId: 176280]},d4ixaa_,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d1doqa_ a.60.3.1 (A:) C-terminal domain of RNA polymerase alpha subunit {Thermus thermophilus [TaxId: 274]},d1doqa_,a.60.3.1,a.60.3.1,a.60.3.1,a.60.3,a.60,a
d5dcma1 a.4.6.0 (A:128-221) automated matches {Streptococcus agalactiae [TaxId: 1311]},d5dcma1,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
d3k4ga_ a.60.3.1 (A:) automated matches {Escherichia coli K-12 [TaxId: 83333]},d3k4ga_,a.60.3.1,a.60.3.1,a.60.3.1,a.60.3,a.60,a
d1rtwa_ a.132.1.3 (A:) Putative transcriptional activator PF1337 {Pyrococcus furiosus [TaxId: 2261]},d1rtwa_,a.132.1.3,a.132.1.3,a.132.1.3,a.132.1,a.132,a
"d3ldaa1 a.60.4.1 (A:78-144) DNA repair protein Rad51, N-terminal domain {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}",d3ldaa1,a.60.4.1,a.60.4.1,a.60.4.1,a.60.4,a.60,a
d5vfaa2 a.4.6.0 (A:134-229) automated matches {Streptococcus pneumoniae [TaxId: 171101]},d5vfaa2,a.4.6.0,a.4.6.0,a.4.6.0,a.4.6,a.4,a
"d1z4da1 a.60.4.1 (A:5-64) DNA repair protein Rad51, N-terminal domain {Methanococcus voltae [TaxId: 2188]}",d1z4da1,a.60.4.1,a.60.4.1,a.60.4.1,a.60.4,a.60,a
"d1vq8i1 a.4.7.1 (I:71-140) Ribosomal protein L11, C-terminal domain {Haloarcula marismortui [TaxId: 2238]}",d1vq8i1,a.4.7.1,a.4.7.1,a.4.7.1,a.4.7,a.4,a
d1yaka_ a.132.1.3 (A:) Transcriptional activator TenA {Bacillus subtilis [TaxId: 1423]},d1yaka_,a.132.1.3,a.132.1.3,a.132.1.3,a.132.1,a.132,a
"d2z43b1 a.60.4.1 (B:12-72) DNA repair protein Rad51, N-terminal domain {Sulfolobus solfataricus [TaxId: 273057]}",d2z43b1,a.60.4.1,a.60.4.1,a.60.4.1,a.60.4,a.60,a
"d3cjrb1 a.4.7.1 (B:71-137) Ribosomal protein L11, C-terminal domain {Thermus thermophilus [TaxId: 274]}",d3cjrb1,a.4.7.1,a.4.7.1,a.4.7.1,a.4.7,a.4,a
d1u9la_ a.60.4.2 (A:) Transcription elongation protein NusA {Escherichia coli [TaxId: 562]},d1u9la_,a.60.4.2,a.60.4.2,a.60.4.2,a.60.4,a.60,a
d1fjgr_ a.4.8.1 (R:) Ribosomal protein S18 {Thermus thermophilus [TaxId: 274]},d1fjgr_,a.4.8.1,a.4.8.1,a.4.8.1,a.4.8,a.4,a
d2q4xa_ a.132.1.3 (A:) automated matches {Thale cress (Arabidopsis thaliana) [TaxId: 3702]},d2q4xa_,a.132.1.3,a.132.1.3,a.132.1.3,a.132.1,a.132,a
"d1y88a1 a.60.4.3 (A:128-184) Hypothetical protein AF1548, C-terminal domain {Archaeoglobus fulgidus [TaxId: 2234]}",d1y88a1,a.60.4.3,a.60.4.3,a.60.4.3,a.60.4,a.60,a
"d1whua1 a.4.9.1 (A:274-364) Polynucleotide phosphorylase/guanosine pentaphosphate synthase (PNPase/GPSI), domain 3 {Mouse (Mus musculus) [TaxId: 10090]}",d1whua1,a.4.9.1,a.4.9.1,a.4.9.1,a.4.9,a.4,a
"d7ndya_ a.60.5.1 (A:) Barrier-to-autointegration factor, BAF {Human (Homo sapiens) [TaxId: 9606]}",d7ndya_,a.60.5.1,a.60.5.1,a.60.5.1,a.60.5,a.60,a
"d3hlxa1 a.132.1.4 (A:2-251) Coenzyme PQQ synthesis protein C, PqqC {Klebsiella pneumoniae [TaxId: 272620]}",d3hlxa1,a.132.1.4,a.132.1.4,a.132.1.4,a.132.1,a.132,a
"d1e3pa1 a.4.9.1 (A:263-345) Polynucleotide phosphorylase/guanosine pentaphosphate synthase (PNPase/GPSI), domain 3 {Streptomyces antibioticus [TaxId: 1890]}",d1e3pa1,a.4.9.1,a.4.9.1,a.4.9.1,a.4.9,a.4,a
"d2fmpa1 a.60.6.1 (A:10-91) DNA polymerase beta, N-terminal (8 kD)-domain {Human (Homo sapiens) [TaxId: 9606]}",d2fmpa1,a.60.6.1,a.60.6.1,a.60.6.1,a.60.6,a.60,a
d6vrga1 a.4.10.1 (A:1-45) N-terminal Zn binding domain of HIV integrase {Human immunodeficiency virus type 1 [TaxId: 11676]},d6vrga1,a.4.10.1,a.4.10.1,a.4.10.1,a.4.10,a.4,a
d2bcqa1 a.60.6.1 (A:252-328) DNA polymerase lambda {Human (Homo sapiens) [TaxId: 9606]},d2bcqa1,a.60.6.1,a.60.6.1,a.60.6.1,a.60.6,a.60,a
d1rcwa_ a.132.1.4 (A:) Hypothetical protein CT610 {Chlamydia trachomatis [TaxId: 813]},d1rcwa_,a.132.1.4,a.132.1.4,a.132.1.4,a.132.1,a.132,a
d3s3na1 a.4.10.0 (A:8-106) automated matches {Human spumaretrovirus [TaxId: 11963]},d3s3na1,a.4.10.0,a.4.10.0,a.4.10.0,a.4.10,a.4,a
d6ipna1 a.60.6.0 (A:137-230) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6ipna1,a.60.6.0,a.60.6.0,a.60.6.0,a.60.6,a.60,a
d1twfj_ a.4.11.1 (J:) RNA polymerase subunit RPB10 {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1twfj_,a.4.11.1,a.4.11.1,a.4.11.1,a.4.11,a.4,a
d3ibxa1 a.132.1.0 (A:1-217) automated matches {Helicobacter pylori [TaxId: 210]},d3ibxa1,a.132.1.0,a.132.1.0,a.132.1.0,a.132.1,a.132,a
d4i2aa1 a.60.6.0 (A:149-242) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d4i2aa1,a.60.6.0,a.60.6.0,a.60.6.0,a.60.6,a.60,a
d6enia_ a.4.12.1 (A:) automated matches {Escherichia coli [TaxId: 83334]},d6enia_,a.4.12.1,a.4.12.1,a.4.12.1,a.4.12,a.4,a
d1cmwa6 a.60.7.1 (A:174-289) 5' to 3' exonuclease domain of DNA polymerase Taq {Thermus aquaticus [TaxId: 271]},d1cmwa6,a.60.7.1,a.60.7.1,a.60.7.1,a.60.7,a.60,a
d1l8qa1 a.4.12.2 (A:290-399) Chromosomal replication initiation factor DnaA C-terminal domain IV {Aquifex aeolicus [TaxId: 63363]},d1l8qa1,a.4.12.2,a.4.12.2,a.4.12.2,a.4.12,a.4,a
d3mvua_ a.132.1.0 (A:) automated matches {Ruegeria sp. [TaxId: 292414]},d3mvua_,a.132.1.0,a.132.1.0,a.132.1.0,a.132.1,a.132,a
d1j1va_ a.4.12.2 (A:) Chromosomal replication initiation factor DnaA C-terminal domain IV {Escherichia coli [TaxId: 562]},d1j1va_,a.4.12.2,a.4.12.2,a.4.12.2,a.4.12,a.4,a
d1ul1x1 a.60.7.1 (X:218-357) Flap endonuclease-1 (Fen-1 nuclease) {Human (Homo sapiens) [TaxId: 9606]},d1ul1x1,a.60.7.1,a.60.7.1,a.60.7.1,a.60.7,a.60,a
d3no6a1 a.132.1.0 (A:1-227) automated matches {Staphylococcus epidermidis [TaxId: 176280]},d3no6a1,a.132.1.0,a.132.1.0,a.132.1.0,a.132.1,a.132,a
d2jrta1 a.4.12.0 (A:1-92) automated matches {Rhodobacter sphaeroides [TaxId: 1063]},d2jrta1,a.4.12.0,a.4.12.0,a.4.12.0,a.4.12,a.4,a
d3h7ia2 a.60.7.1 (A:181-305) T4 RNase H {Bacteriophage T4 [TaxId: 10665]},d3h7ia2,a.60.7.1,a.60.7.1,a.60.7.1,a.60.7,a.60,a
d1rp3a1 a.4.13.1 (A:87-163) Sigma factor sigma-28 (FliA) {Aquifex aeolicus [TaxId: 63363]},d1rp3a1,a.4.13.1,a.4.13.1,a.4.13.1,a.4.13,a.4,a
d5hmla2 a.60.7.1 (A:186-290) T5 5'-exonuclease {Bacteriophage T5 [TaxId: 10726]},d5hmla2,a.60.7.1,a.60.7.1,a.60.7.1,a.60.7,a.60,a
d1z72a_ a.132.1.0 (A:) automated matches {Streptococcus pneumoniae [TaxId: 170187]},d1z72a_,a.132.1.0,a.132.1.0,a.132.1.0,a.132.1,a.132,a
d1rp3a2 a.4.13.2 (A:164-234) Sigma factor sigma-28 (FliA) {Aquifex aeolicus [TaxId: 63363]},d1rp3a2,a.4.13.2,a.4.13.2,a.4.13.2,a.4.13,a.4,a
"d2k6xa1 a.4.13.2 (A:29-96) Sigma70 (SigA, RpoD) {Thermotoga maritima [TaxId: 2336]}",d2k6xa1,a.4.13.2,a.4.13.2,a.4.13.2,a.4.13,a.4,a
d3orya2 a.60.7.0 (A:225-339) automated matches {Desulfurococcus amylolyticus [TaxId: 94694]},d3orya2,a.60.7.0,a.60.7.0,a.60.7.0,a.60.7,a.60,a
d2qzca_ a.132.1.0 (A:) automated matches {Sulfolobus solfataricus [TaxId: 273057]},d2qzca_,a.132.1.0,a.132.1.0,a.132.1.0,a.132.1,a.132,a
"d1ku3a_ a.4.13.2 (A:) Sigma70 (SigA, RpoD) {Thermus aquaticus [TaxId: 271]}",d1ku3a_,a.4.13.2,a.4.13.2,a.4.13.2,a.4.13,a.4,a
d1d8ba_ a.60.8.1 (A:) HRDC domain from RecQ helicase {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1d8ba_,a.60.8.1,a.60.8.1,a.60.8.1,a.60.8,a.60,a
d1or7a1 a.4.13.2 (A:120-187) SigmaE factor (RpoE) {Escherichia coli [TaxId: 562]},d1or7a1,a.4.13.2,a.4.13.2,a.4.13.2,a.4.13,a.4,a
d1wuda1 a.60.8.1 (A:530-606) HRDC domain from RecQ helicase {Escherichia coli [TaxId: 562]},d1wuda1,a.60.8.1,a.60.8.1,a.60.8.1,a.60.8,a.60,a
d1poca_ a.133.1.1 (A:) Phospholipase A2 {Honeybee (Apis mellifera) [TaxId: 7460]},d1poca_,a.133.1.1,a.133.1.1,a.133.1.1,a.133.1,a.133,a
d1l0oc_ a.4.13.2 (C:) SigmaF {Bacillus stearothermophilus [TaxId: 1422]},d1l0oc_,a.4.13.2,a.4.13.2,a.4.13.2,a.4.13,a.4,a
d2e1fa_ a.60.8.1 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2e1fa_,a.60.8.1,a.60.8.1,a.60.8.1,a.60.8,a.60,a
"d1g4ia_ a.133.1.2 (A:) Phospholipase A2 {Cow (Bos taurus), pancreas [TaxId: 9913]}",d1g4ia_,a.133.1.2,a.133.1.2,a.133.1.2,a.133.1,a.133,a
"d1xsva_ a.4.13.3 (A:) Hypothetical protein SAV1236 {Staphylococcus aureus, strain Mu50 / ATCC 700699 [TaxId: 1280]}",d1xsva_,a.4.13.3,a.4.13.3,a.4.13.3,a.4.13,a.4,a
d4g7hf2 a.4.13.0 (F:258-318) automated matches {Thermus thermophilus HB8 [TaxId: 300852]},d4g7hf2,a.4.13.0,a.4.13.0,a.4.13.0,a.4.13,a.4,a
"d5owca_ a.133.1.2 (A:) Phospholipase A2 {Human (Homo sapiens), SPLA2 [TaxId: 9606]}",d5owca_,a.133.1.2,a.133.1.2,a.133.1.2,a.133.1,a.133,a
d1y14a_ a.60.8.2 (A:) RNA polymerase II subunit RBP4 (RpoF) {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1y14a_,a.60.8.2,a.60.8.2,a.60.8.2,a.60.8,a.60,a
d1r71a_ a.4.14.1 (A:) Transcriptional repressor protein KorB DNA-binding domain {Escherichia coli [TaxId: 562]},d1r71a_,a.4.14.1,a.4.14.1,a.4.14.1,a.4.14,a.4,a
d1go3f_ a.60.8.2 (F:) RNA polymerase II subunit RBP4 (RpoF) {Methanococcus jannaschii [TaxId: 2190]},d1go3f_,a.60.8.2,a.60.8.2,a.60.8.2,a.60.8,a.60,a
d2g58a_ a.133.1.2 (A:) automated matches {Daboia russellii [TaxId: 97228]},d2g58a_,a.133.1.2,a.133.1.2,a.133.1.2,a.133.1,a.133,a
d6sdka2 a.4.14.0 (A:116-218) automated matches {Bacillus subtilis [TaxId: 224308]},d6sdka2,a.4.14.0,a.4.14.0,a.4.14.0,a.4.14,a.4,a
d7f4gd_ a.60.8.2 (D:) automated matches {Pig (Sus scrofa) [TaxId: 9823]},d7f4gd_,a.60.8.2,a.60.8.2,a.60.8.2,a.60.8,a.60,a
d1lwba_ a.133.1.3 (A:) Prokaryotic phospholipase A2 {Streptomyces violaceoruber [TaxId: 1935]},d1lwba_,a.133.1.3,a.133.1.3,a.133.1.3,a.133.1,a.133,a
d7bm8a2 a.4.14.0 (A:140-221) automated matches {Caulobacter vibrioides [TaxId: 565050]},d7bm8a2,a.4.14.0,a.4.14.0,a.4.14.0,a.4.14,a.4,a
d2aiba_ a.134.1.1 (A:) beta-cinnamomin {Fungus (Phytophthora cinnamomi) [TaxId: 4785]},d2aiba_,a.134.1.1,a.134.1.1,a.134.1.1,a.134.1,a.134,a
d1yt3a1 a.60.8.3 (A:194-294) Ribonuclease D {Escherichia coli [TaxId: 562]},d1yt3a1,a.60.8.3,a.60.8.3,a.60.8.3,a.60.8,a.60,a
d1rq6a_ a.4.15.1 (A:) ribosomal protein S17e {Methanobacterium thermoautotrophicum [TaxId: 145262]},d1rq6a_,a.4.15.1,a.4.15.1,a.4.15.1,a.4.15,a.4,a
d1yt3a2 a.60.8.3 (A:295-375) Ribonuclease D {Escherichia coli [TaxId: 562]},d1yt3a2,a.60.8.3,a.60.8.3,a.60.8.3,a.60.8,a.60,a
d4bkha1 a.135.1.1 (A:112-201) automated matches {Human (Homo sapiens) [TaxId: 9606]},d4bkha1,a.135.1.1,a.135.1.1,a.135.1.1,a.135.1,a.135,a
"d1cuka1 a.5.1.1 (A:156-203) DNA helicase RuvA subunit, C-terminal domain {Escherichia coli [TaxId: 562]}",d1cuka1,a.5.1.1,a.5.1.1,a.5.1.1,a.5.1,a.5,a
"d1bvsa1 a.5.1.1 (A:148-203) DNA helicase RuvA subunit, C-terminal domain {Mycobacterium leprae [TaxId: 1769]}",d1bvsa1,a.5.1.1,a.5.1.1,a.5.1.1,a.5.1,a.5,a
d2hbja1 a.60.8.4 (A:421-516) Exosome complex exonuclease RRP6 domain {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d2hbja1,a.60.8.4,a.60.8.4,a.60.8.4,a.60.8,a.60,a
d3mw6a_ a.136.1.1 (A:) Hypothetical protein NMB1681 {Neisseria meningitidis [TaxId: 487]},d3mw6a_,a.136.1.1,a.136.1.1,a.136.1.1,a.136.1,a.136,a
